parser_family,source_pdf,page_start,page_end,section,entry_number,entry_type,authors,year,title,publication_block,commentary,reviews,confidence,segment_warning,raw_text,raw_text_original
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,6,7,ECLOGUES: INDIVIDUAL,43,journal_article,J. Henderson,1998,Virgil's Third Eclogue : how do you keep an idiot in suspense?,CQ 48 (1998) 213-228. 82 Alexander G. McKay,,,1.0,,"J. Henderson. ""Virgil's Third Eclogue : how do you keep an idiot in suspense?"" CQ 48 (1998) 213-228. 82 Alexander G. McKay","J. Henderson. ""Virgil's Third Eclogue : how do you keep an
idiot in suspense?"" CQ 48 (1998) 213-228.
82 Alexander G. McKay"
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,7,7,ECLOGUES: INDIVIDUAL,44,journal_article,M. Hendry,1995,When goats look askance. An joke in Virgil (Eel. 3.8-9),LCM 20 (1995),,,1.0,,"M. Hendry. ""When goats look askance. An joke in Virgil (Eel. 3.8-9)."" LCM 20 (1995)","M. Hendry. ""When goats look askance. An
joke in Virgil (Eel. 3.8-9)."" LCM 20 (1995)"
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,7,7,ECLOGUES: INDIVIDUAL,45,journal_article,T. D. Papanghelis,,Winning on Points Match in Virgil's Seventh Eclogue,In 144-157,,,0.75,,"T. D. Papanghelis. ""Winning on Points Match in Virgil's Seventh Eclogue."" In 144-157.","T. D. Papanghelis. ""Winning on Points
Match in Virgil's Seventh Eclogue."" In
144-157."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,7,7,ECLOGUES: INDIVIDUAL,46,journal_article,Bruno Rochette,1998,"Notes de lectures 374. - cara deum suboles, magnum Iovis incrementum (Virg. B. IV 49",Latomus 57 (1998) 417-419,,,0.85,unclosed_quote_title,"Bruno Rochette. ""Notes de lectures 374. - cara deum suboles, magnum Iovis incrementum (Virg. B. IV 49 Latomus 57 (1998) 417-419.","Bruno Rochette. ""Notes de lectures 374. - cara deum
suboles, magnum Iovis incrementum (Virg. B. IV 49
Latomus 57 (1998) 417-419."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,7,7,ECLOGUES: INDIVIDUAL,47,monograph,Lorenz Rumpf,1996,Extremus labor. Vergils 10. Ekloge und Poetik der Bucolica,Göttingen 1996,,"Leclercq, Latom 57(1998)725-726",1.0,,"Lorenz Rumpf. Extremus labor. Vergils 10. Ekloge und Poetik der Bucolica. Göttingen 1996. Rev: Leclercq, Latom 57(1998)725-726.","Lorenz Rumpf. Extremus labor. Vergils 10. Ekloge und
Poetik der Bucolica. Göttingen 1996. Rev: Leclercq, Latom
57(1998)725-726."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,7,7,ECLOGUES: INDIVIDUAL,48,edited_volume,C. Touratier,1996,"Les temps dans un récit (Virgile Eel. VII. 1-20) in R. Risselada, J. R. De Jong, and A. M. Bolkestein, eds. On Latin : Linguistic and Literary Studies in Honour of H. Pinkster. Amsterdam 1996. 163-172",,,"Clackson, JRS 88 (1998) 183-184",0.75,unclosed_quote_title,"C. Touratier. ""Les temps dans un récit (Virgile Eel. VII. 1-20) in R. Risselada, J. R. De Jong, and A. M. Bolkestein, eds. On Latin : Linguistic and Literary Studies in Honour of H. Pinkster. Amsterdam 1996. 163-172. Rev: Clackson, JRS 88 (1998) 183-184.","C. Touratier. ""Les temps dans un récit (Virgile Eel. VII. 1-20)
in R. Risselada, J. R. De Jong, and A. M. Bolkestein, eds. On
Latin : Linguistic and Literary Studies in Honour of H.
Pinkster. Amsterdam 1996. 163-172. Rev: Clackson, JRS 88
(1998) 183-184."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,7,8,ECLOGUES: INDIVIDUAL,49,journal_article,Walter Wimmel,1998,Vergils Tityrus und der perusinische Konflikt. Zum Verständnis der 1. Eclogue,"RhMus 141 (1998) 348-362. Harrison argues that Corydon is a ""speaking name"" (Gk. KopuBcóv ""lark""). Ergo, ""the Lark has been the lark for us"", an acknowledgment of Corydon' s expert singing. Henderson weighs the main sectors of Eclogue 3, a mime about representation, a rumination on the spark of collaborative energy: Bickering (1-27), Bargaining (28-54), Balladeering (60-107), Balloting (55-59, 108-111), and Browsing: et quisquís (109). Papanghelis shows that Damoetas and Menalcas, from a Neoteric viewpoint, give contrasting but complementary aspects of the spirit and rhetoric of their literary circle. The exchanges of lines 84-91 are central and excite Palaemon's declaration of a draw. Literary self-consciousness is the ultimate test of the merits of the Vergilian herdsman-poet. Daphnis' judgment matches the fairness of Palaemon's: Corydon presented the better claim to superiority. Touratier examines different tenses in Eel. 7, 1-20. Wimmel provides a specific and plausible context for the first Eclogue. Vergilian Bibliography 1998-1999 83",,,1.0,,"Walter Wimmel. ""Vergils Tityrus und der perusinische Konflikt. Zum Verständnis der 1. Eclogue ,"" RhMus 141 (1998) 348-362. Harrison argues that Corydon is a ""speaking name"" (Gk. KopuBcóv ""lark""). Ergo, ""the Lark has been the lark for us"", an acknowledgment of Corydon' s expert singing. Henderson weighs the main sectors of Eclogue 3, a mime about representation, a rumination on the spark of collaborative energy: Bickering (1-27), Bargaining (28-54), Balladeering (60-107), Balloting (55-59, 108-111), and Browsing: et quisquís (109). Papanghelis shows that Damoetas and Menalcas, from a Neoteric viewpoint, give contrasting but complementary aspects of the spirit and rhetoric of their literary circle. The exchanges of lines 84-91 are central and excite Palaemon's declaration of a draw. Literary self-consciousness is the ultimate test of the merits of the Vergilian herdsman-poet. Daphnis' judgment matches the fairness of Palaemon's: Corydon presented the better claim to superiority. Touratier examines different tenses in Eel. 7, 1-20. Wimmel provides a specific and plausible context for the first Eclogue. Vergilian Bibliography 1998-1999 83","Walter Wimmel. ""Vergils Tityrus und der perusinische
Konflikt. Zum Verständnis der 1. Eclogue ,"" RhMus 141 (1998)
348-362.
Harrison argues that Corydon is a ""speaking name"" (Gk. KopuBcóv
""lark""). Ergo, ""the Lark has been the lark for us"", an acknow-
ledgment of Corydon' s expert singing. Henderson weighs the main
sectors of Eclogue 3, a mime about representation, a rumination on
the spark of collaborative energy: Bickering (1-27), Bargaining
(28-54), Balladeering (60-107), Balloting (55-59, 108-111), and
Browsing: et quisquís (109). Papanghelis shows that Damoetas and
Menalcas, from a Neoteric viewpoint, give contrasting but
complementary aspects of the spirit and rhetoric of their literary
circle. The exchanges of lines 84-91 are central and excite Palaemon's
declaration of a draw. Literary self-consciousness is the ultimate test
of the merits of the Vergilian herdsman-poet. Daphnis' judgment
matches the fairness of Palaemon's: Corydon presented the better
claim to superiority. Touratier examines different tenses in Eel. 7,
1-20. Wimmel provides a specific and plausible context for the first
Eclogue.
Vergilian Bibliography 1998-1999 83"
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,8,GEORGICS: GENERAL,50,monograph,Alexander Dalzell,1996,"The Criticism of Didactic Poetry: Essays on Lucretius, Virgil, and Ovid",Toronto 1996,,"Gale, EMC 17 (1998) 205-209",1.0,,"Alexander Dalzell. The Criticism of Didactic Poetry: Essays on Lucretius, Virgil, and Ovid. Toronto 1996. Rev: Gale, EMC 17 (1998) 205-209.","Alexander Dalzell. The Criticism of Didactic Poetry: Essays on
Lucretius, Virgil, and Ovid. Toronto 1996. Rev: Gale, EMC 17
(1998) 205-209."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,8,GEORGICS: GENERAL,51,monograph,H. Heckel,1998,Das widerspenstige Zahmen. Die Funktion der militärischen und politischen Sprache in Vergils Geórgica,Trier 1998,,,1.0,,H. Heckel. Das widerspenstige Zahmen. Die Funktion der militärischen und politischen Sprache in Vergils Geórgica. Trier 1998.,"H. Heckel. Das widerspenstige Zahmen. Die Funktion der
militärischen und politischen Sprache in Vergils Geórgica.
Trier 1998."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,8,GEORGICS: GENERAL,52,monograph,Lorenzo Nosarti,1996,Studi sulle Georgiche di Virgilio,Padova 1996,,"Dangel, REL 75 (1997) 321-323",1.0,,"Lorenzo Nosarti. Studi sulle Georgiche di Virgilio. Padova 1996. Rev: Dangel, REL 75 (1997) 321-323.","Lorenzo Nosarti. Studi sulle Georgiche di Virgilio. Padova
1996. Rev: Dangel, REL 75 (1997) 321-323."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,8,GEORGICS: GENERAL,53,journal_article,G. Scarfoglio,1996,La musicalità delle Georgiche,Atti Accad. Pontaniana 45 (1996) 283-298,,,1.0,,"G. Scarfoglio. ""La musicalità delle Georgiche."" Atti Accad. Pontaniana 45 (1996) 283-298.","G. Scarfoglio. ""La musicalità delle Georgiche."" Atti Accad.
Pontaniana 45 (1996) 283-298."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,8,GEORGICS: GENERAL,54,edited_volume,A. Schiesaro,1997,The Boundaries of Knowledge in Virgil's Georgics,"In T. Habinek and A. Schiesaro, eds. The Roman Cultural Revolution. (Cambridge 1997) 63-89",,,1.0,,"A. Schiesaro. ""The Boundaries of Knowledge in Virgil's Georgics."" In T. Habinek and A. Schiesaro, eds. The Roman Cultural Revolution. (Cambridge 1997) 63-89.","A. Schiesaro. ""The Boundaries of Knowledge in Virgil's
Georgics."" In T. Habinek and A. Schiesaro, eds. The Roman
Cultural Revolution. (Cambridge 1997) 63-89."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,8,GEORGICS: GENERAL,55,journal_article,R. J. Schork,1998,Egyptian etymology in Vergil,Latomus 57 (1998) 828-831,,,1.0,,"R. J. Schork. ""Egyptian etymology in Vergil."" Latomus 57 (1998) 828-831.","R. J. Schork. ""Egyptian etymology in Vergil."" Latomus 57
(1998) 828-831."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,8,GEORGICS: GENERAL,56,journal_article,R. F. Thomas,1995,Vestigia ruris: Urbane Rusticity in Virgil's Georgics,HSCP 97 (1995) 197-214,,,1.0,,"R. F. Thomas. ""Vestigia ruris: Urbane Rusticity in Virgil's Georgics. "" HSCP 97 (1995) 197-214.","R. F. Thomas. ""Vestigia ruris: Urbane Rusticity in Virgil's
Georgics. "" HSCP 97 (1995) 197-214."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,8,GEORGICS: GENERAL,57,journal_article,Peter Toohey,1996,Epic Lessons. An Introduction to Ancient Didactic Poetry,London / New York 1996,,"Soubiran, Latomus 57 (1998) 718-719. Schork detects three etymological allusions in the Georgics involving ancient Egyptian in a congenial wordplay: Georgics 4.208-121, 291; 3.28-29. Thomas regards the Georgics as a melding or integration of Hesiodic themes, maybe stylizations of agricultural folk elements, rustic Italian material, and new learned Alexandrian and Roman elements for modernity and new metaphorical meaning (213). The ""rustic"" or ""archaic"" elements undergo modernization, without loss of identity. ""Songs of Hesiodic Greece, mediated through the refinement of Alexandrian Greece, would be appreciated by Vergil's audiences.""",0.85,publication_tail_city_fallback,"Peter Toohey. Epic Lessons. An Introduction to Ancient Didactic Poetry. London / New York 1996. Rev: Soubiran, Latomus 57 (1998) 718-719. Schork detects three etymological allusions in the Georgics involving ancient Egyptian in a congenial wordplay: Georgics 4.208-121, 291; 3.28-29. Thomas regards the Georgics as a melding or integration of Hesiodic themes, maybe stylizations of agricultural folk elements, rustic Italian material, and new learned Alexandrian and Roman elements for modernity and new metaphorical meaning (213). The ""rustic"" or ""archaic"" elements undergo modernization, without loss of identity. ""Songs of Hesiodic Greece, mediated through the refinement of Alexandrian Greece, would be appreciated by Vergil's audiences.""","Peter Toohey. Epic Lessons. An Introduction to Ancient
Didactic Poetry. London / New York 1996. Rev: Soubiran,
Latomus 57 (1998) 718-719.
Schork detects three etymological allusions in the Georgics involving
ancient Egyptian in a congenial wordplay: Georgics 4.208-121, 291;
3.28-29. Thomas regards the Georgics as a melding or integration of
Hesiodic themes, maybe stylizations of agricultural folk elements,
rustic Italian material, and new learned Alexandrian and Roman
elements for modernity and new metaphorical meaning (213). The
""rustic"" or ""archaic"" elements undergo modernization, without loss
of identity. ""Songs of Hesiodic Greece, mediated through the
refinement of Alexandrian Greece, would be appreciated by Vergil's
audiences."""
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,8,9,GEORGICS: INDIVIDUAL BOOKS,58,journal_article,F. Boldrer,1997,"Fiumi minacciosi (Verg. georg. 3, 77) Quaderni del Dipart. di filologia, linguistica e tradizione classica (Torino) 9 (1997) 177-184. 84 Alexander G. McKay",,,,0.75,unclosed_quote_title,"F. Boldrer. ""Fiumi minacciosi (Verg. georg. 3, 77) Quaderni del Dipart. di filologia, linguistica e tradizione classica (Torino) 9 (1997) 177-184. 84 Alexander G. McKay","F. Boldrer. ""Fiumi minacciosi (Verg. georg. 3, 77) Quaderni
del Dipart. di filologia, linguistica e tradizione classica
(Torino) 9 (1997) 177-184.
84 Alexander G. McKay"
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,GEORGICS: INDIVIDUAL BOOKS,59,edited_volume,H. J. Tschiedel,1998,"Literatur erfahren - Mit dem Reisebus in die Saturnia tellus (Vergil, georg. 2, 173)","In Peter Neukam, ed. Von der Rezeption zur Motivation (Dialog SchuleWissenschaft, Klassische Sprache und Literaturen, 32). München 1998. 209-232",,,1.0,,"H. J. Tschiedel. ""Literatur erfahren - Mit dem Reisebus in die Saturnia tellus (Vergil, georg. 2, 173)."" In Peter Neukam, ed. Von der Rezeption zur Motivation (Dialog SchuleWissenschaft, Klassische Sprache und Literaturen, 32). München 1998. 209-232.","H. J. Tschiedel. ""Literatur erfahren - Mit dem Reisebus in
die Saturnia tellus (Vergil, georg. 2, 173)."" In Peter Neukam,
ed. Von der Rezeption zur Motivation (Dialog Schule-
Wissenschaft, Klassische Sprache und Literaturen, 32).
München 1998. 209-232."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,AENEID: GENERAL,60,monograph,Michael von Albrecht,1999,Roman Epic: An Interpretative Introduction,Mnemosyne Supplement 189. Leiden 1999,,,1.0,,Michael von Albrecht. Roman Epic: An Interpretative Introduction. Mnemosyne Supplement 189. Leiden 1999.,"Michael von Albrecht. Roman Epic: An Interpretative
Introduction. Mnemosyne Supplement 189. Leiden 1999."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,AENEID: GENERAL,61,journal_article,Shadi Bartsch,1998,Ars and the Man: The Politics of Art in VwgiYsAeneidr,CP 93 (1998) 322-342,,,0.85,unclosed_quote_title,"Shadi Bartsch. ""Ars and the Man: The Politics of Art in VwgiYsAeneidr CP 93 (1998) 322-342.","Shadi Bartsch. ""Ars and the Man: The Politics of Art in
VwgiYsAeneidr CP 93 (1998) 322-342."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,AENEID: GENERAL,62,edited_volume,A. J. Boyle,1996,Roman Epic,"London, New York 1996",,"Martin, Latomus 57 (1998) 163-167",0.85,publication_tail_city_fallback,"A. J. Boyle, ed. Roman Epic. London, New York 1996. Rev: Martin, Latomus 57 (1998) 163-167.","A. J. Boyle, ed. Roman Epic. London, New York 1996. Rev:
Martin, Latomus 57 (1998) 163-167."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,AENEID: GENERAL,63,journal_article,G. Brugnoli,1996,Naves Idaeae,RCCM 38 (1996) 42-52,,,1.0,,"G. Brugnoli. ""Naves Idaeae."" RCCM 38 (1996) 42-52.","G. Brugnoli. ""Naves Idaeae."" RCCM 38 (1996) 42-52."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,AENEID: GENERAL,64,journal_article,Godefroid De Callatay,1998,Les trois grands projections historiques de l'Énéide,AntClass 67 (1998) 183-192,,,1.0,,"Godefroid De Callatay. ""Les trois grands projections historiques de l'Énéide."" AntClass 67 (1998) 183-192.","Godefroid De Callatay. ""Les trois grands projections
historiques de l'Énéide."" AntClass 67 (1998) 183-192."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,AENEID: GENERAL,65,dissertation,Judy Kay Deuling,1997,"Structures and Works of Art in the ""Aeneid"": Allusions and Reality. Diss., Ulowa",1997. DAI/A 58 / 12. 4637,,,0.85,publication_tail_year_fallback,"Judy Kay Deuling. Structures and Works of Art in the ""Aeneid"": Allusions and Reality. Diss., Ulowa 1997. DAI/A 58 / 12. 4637.","Judy Kay Deuling. Structures and Works of Art in the
""Aeneid"": Allusions and Reality. Diss., Ulowa 1997. DAI/A
58 / 12. 4637."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,AENEID: GENERAL,66,journal_article,M. Fernandelli,1997,Noctem non amplius unam: Eros e tempo come funzioni drammatiche nell'episodio cartaginese (Aen. I- III),"Quaderni del Dipart. di filologia, linguistica e tradizione classica (Torino) 9 (1997) 185-205",,,1.0,,"M. Fernandelli. ""Noctem non amplius unam: Eros e tempo come funzioni drammatiche nell'episodio cartaginese (Aen. I- III)."" Quaderni del Dipart. di filologia, linguistica e tradizione classica (Torino) 9 (1997) 185-205.","M. Fernandelli. ""Noctem non amplius unam: Eros e tempo
come funzioni drammatiche nell'episodio cartaginese (Aen.
I- III)."" Quaderni del Dipart. di filologia, linguistica e
tradizione classica (Torino) 9 (1997) 185-205."
enumerated_robust_segments_tailclassifier_entryfix3,45 (1999) - McKay.pdf,9,9,AENEID: GENERAL,67,monograph,Enrico Flores,1998,"La Camena, l'epos e la storia. Studi sulla cultura latina arcaica",Forme materiali e ideologie del mondo antico 32. Napoli 1998,,,1.0,,"Enrico Flores. La Camena, l'epos e la storia. Studi sulla cultura latina arcaica. Forme materiali e ideologie del mondo antico 32. Napoli 1998.","Enrico Flores. La Camena, l'epos e la storia. Studi sulla
cultura latina arcaica. Forme materiali e ideologie del mondo
antico 32. Napoli 1998."
